trans_id,date,card,account,account_valid_to,client,last_name,first_name,patronymic,date_of_birth,passport,passport_valid_to,phone,oper_type,amount,oper_result,terminal,terminal_type,city,address
459271166,01/05/2020 00:16:25,52317510986521537890,40817810000003643242,9/11/2035,3-51785,Чашко,Павел,Сергеевич,5/12/1953,1274741234,7/8/2021,+79723465526,Оплата,1095.4,Успешно,ATM62930,ATM,Почеп,"Почеп, ул. Энтузиастов, д. 20"
459271167,01/05/2020 00:18:25,56394328398014656631,40817810000009300360,1/7/2034,2-24193,Омелюшкин,Василий,Иванович,8/6/1990,1298690726,9/28/2025,+79736583722,Пополнение,13616.55,Отказ,ATM45335,ATM,Донецк,"Донецк, ул. Возрождения, д. 23"
459271168,01/05/2020 00:20:37,43514186975323219477,40817810000002379200,1/18/2033,3-17853,Чашко,Олег,Константинович,12/24/1950,2804082984,3/24/2024,+79583148809,Снятие,22745.46,Успешно,ATM56696,ATM,Верхний Уфалей,"Верхний Уфалей, ул. Вересневая, д. 39"
459271169,01/05/2020 00:23:32,56665734966107085947,40817810000001935667,2/13/2028,2-87664,Штыкашов,Александр,Дмитриевич,9/1/1951,7915924107,12/22/2034,+79585879616,Снятие,15679.36,Успешно,ATM92212,ATM,Димитровград,"Димитровград, ул. Курская, д. 7"
459271170,01/05/2020 00:26:31,57121786578007111832,40817810000002557131,2/20/2025,2-27755,Городиловский,Василий,Олегович,6/11/1998,6277406059,8/9/2034,+79982479830,Пополнение,19101.1,Успешно,ATM92212,ATM,Димитровград,"Димитровград, ул. Курская, д. 7"
459271171,01/05/2020 00:27:59,55480487279868092723,40817810000009499524,7/4/2021,2-24355,Городиловский,Константин,Михаилович,10/25/1964,7933786291,5/10/2039,+79619233397,Снятие,87857.49,Успешно,POS85234,POS,Таганрог,"Таганрог, ул. Гришко Михаила, д. 75"
459271172,01/05/2020 00:30:54,53171088948191955942,40817810000006492424,3/9/2036,1-65344,Городиловский,Петр,Романович,5/20/1964,4593720565,4/6/2040,+79237254574,Оплата,5962.42,Успешно,POS26573,POS,Гусев,"Гусев, ул. Грицевца, д. 50"
459271173,01/05/2020 00:33:07,55147785547450460523,40817810000005423201,2/22/2034,6-14693,Гладишкин,Александр,Михаилович,1/13/1996,7004798931,5/26/2035,+79239086361,Снятие,59388.98,Успешно,ATM75799,ATM,Нижний Новгород,"Нижний Новгород, ул. Короленковская, д. 5"
459271174,01/05/2020 00:34:24,41440646687592011030,40817810000005965801,7/7/2029,6-13938,Наранов,Константин,Иванович,12/14/1948,2023060665,5/25/2029,+79729384491,Пополнение,37135.66,Успешно,ATM80373,ATM,Суджа,"Суджа, ул. Волкова Космонавта, д. 65"
459271175,01/05/2020 00:36:39,48103247549683555712,40817810000009695586,6/12/2028,8-33140,Ачентов,Антон,Дмитриевич,8/4/1960,6403074379,9/13/2030,+79458324907,Оплата,85980.34,Успешно,POS13190,POS,Суворов,"Суворов, ул. Выготского, д. 21"
459271176,01/05/2020 00:37:41,42553576192264999451,40817810000004613872,4/5/2024,1-98207,Пудков,Олег,Иванович,4/17/1970,4249433646,7/13/2040,+79191440029,Пополнение,88162.38,Успешно,POS43792,POS,Славянск-на-Кубани,"Славянск-на-Кубани, ул. Клецкая, д. 86"
459271177,01/05/2020 00:40:32,46172960411502917231,40817810000004489443,9/7/2038,5-21402,Ачентов,Николай,Кириллович,8/23/1947,3462335082,5/26/2028,+79143480318,Снятие,4088.31,Отказ,ATM39718,ATM,Высоковск,"Высоковск, ул. Ромашкина, д. 80"
459271178,01/05/2020 00:42:39,42103212265809496538,40817810000002676752,6/18/2029,1-13610,Фель,Константин,Васильевич,9/21/1989,8611132511,12/14/2036,+79727028539,Пополнение,24086.57,Успешно,POS91355,POS,Демидов,"Демидов, ул. Примеровская, д. 65"
459271179,01/05/2020 00:44:04,57672841162792563506,40817810000006520619,9/12/2038,2-57004,Хандрамайло,Владимир,Владимирович,1/22/1959,8081589114,9/12/2027,+79656652391,Оплата,48603.16,Успешно,ATM98530,ATM,Усолье-Сибирское,"Усолье-Сибирское, ул. Рудаковская, д. 1"
459271180,01/05/2020 00:45:10,45353299442712684167,40817810000007291204,3/17/2039,2-21448,Поджарый,Роман,Константинович,11/14/1930,5670092603,1/15/2033,+79410212254,Оплата,81345.39,Успешно,ATM93692,ATM,Кировград,"Кировград, ул. Кулибина, д. 38"
459271181,01/05/2020 00:46:00,58518661459256185895,40817810000009487103,6/6/2029,3-24355,Кеменев,Валерий,Кириллович,7/2/1960,6630310773,11/23/2037,+79814077106,Пополнение,86398.06,Успешно,ATM39718,ATM,Высоковск,"Высоковск, ул. Ромашкина, д. 80"
459271182,01/05/2020 00:48:24,59962556349532609376,40817810000005889009,3/14/2023,6-66509,Тепленко,Михаил,Кириллович,11/12/1965,4726387191,10/25/2029,+79817765776,Снятие,98212.44,Успешно,ATM54985,ATM,Судогда,"Судогда, ул. Глаголева, д. 36"
459271183,01/05/2020 00:49:24,54919450721588417375,40817810000002098979,8/4/2031,2-87664,Штыкашов,Александр,Дмитриевич,9/1/1951,7915924107,12/22/2034,+79585879616,Пополнение,41126.11,Успешно,POS85234,POS,Таганрог,"Таганрог, ул. Гришко Михаила, д. 75"
459271184,01/05/2020 00:51:17,56068967008400842346,40817810000003696897,9/4/2031,9-55372,Петропуло,Александр,Александрович,10/4/1992,6342328971,11/11/2025,+79699195774,Пополнение,66686.15,Успешно,POS93205,POS,Поворино,"Поворино, ул. Примеровская, д. 50"
459271185,01/05/2020 00:53:52,56884487034246408696,40817810000009669592,4/5/2035,2-61884,Гуляков,Василий,Васильевич,2/24/1997,4581135200,11/26/2024,+79497212935,Снятие,1037.14,Успешно,POS66216,POS,Белев,"Белев, ул. Герцена, д. 42"
459271186,01/05/2020 00:54:43,42678739682610094308,40817810000008930918,8/1/2037,3-72647,Крок,Константин,Иванович,11/19/1930,7449819770,11/1/2033,+79767935690,Оплата,67330.72,Успешно,POS23811,POS,Шали,"Шали, ул. Мельникова, д. 2"
459271187,01/05/2020 00:57:01,57918658477233995086,40817810000007495347,3/20/2038,9-98099,Городиловский,Михаил,Антонович,1/17/1974,8307742530,10/8/2022,+79211450416,Оплата,81106.15,Успешно,ATM82416,ATM,Красноуфимск,"Красноуфимск, ул. Старошишковская, д. 77"
459271188,01/05/2020 00:59:54,51252741912437407092,40817810000002432474,11/10/2030,6-13938,Наранов,Константин,Иванович,12/14/1948,2023060665,5/25/2029,+79729384491,Пополнение,92787.13,Успешно,POS45875,POS,Воронеж,"Воронеж, ул. Раевского Николая, д. 22"
459271189,01/05/2020 01:00:52,49778609412356069284,40817810000006808918,9/12/2040,5-45744,Штыкашов,Кирилл,Кириллович,4/5/1951,8811877586,6/21/2033,+79326801532,Пополнение,81535.35,Успешно,ATM95603,ATM,Снежинск,"Снежинск, ул. Митченко, д. 47"
459271190,01/05/2020 01:01:22,44868349466429160571,40817810000009594870,10/24/2021,6-56654,Юнцов,Игорь,Валериевич,11/6/1964,5564818710,10/28/2029,+79365300484,Пополнение,64181.39,Отказ,POS45875,POS,Воронеж,"Воронеж, ул. Раевского Николая, д. 22"
459271191,01/05/2020 01:03:44,48871075701716442139,40817810000005917796,10/16/2023,2-64134,Велдин,Александр,Михаилович,6/22/1935,8521619473,8/2/2029,+79328601196,Пополнение,64327.15,Успешно,ATM69445,ATM,Олонец,"Олонец, ул. Вилковщина, д. 57"
459271192,01/05/2020 01:06:20,56487805695203067663,40817810000002885538,6/1/2030,6-78748,Сноркин,Андрей,Антонович,11/20/1984,3602724796,10/16/2035,+79890926038,Пополнение,62864.9,Отказ,POS91355,POS,Демидов,"Демидов, ул. Примеровская, д. 65"
459271193,01/05/2020 01:08:18,42188382754734017790,40817810000003764848,5/13/2026,5-15302,Поджарый,Роман,Александрович,7/24/1951,7173036990,8/5/2036,+79343500689,Оплата,82779.21,Успешно,ATM47348,ATM,Шенкурск,"Шенкурск, ул. Гражданская, д. 99"
459271194,01/05/2020 01:10:03,42838246512906966897,40817810000004165648,12/10/2035,4-72043,Гуляков,Евгений,Константинович,8/15/1989,3354134791,6/24/2021,+79953939977,Пополнение,17845.77,Успешно,ATM89221,ATM,Кострома,"Кострома, ул. Мира, д. 51"
459271195,01/05/2020 01:11:05,53628495953781632327,40817810000009158866,8/10/2022,2-21448,Поджарый,Роман,Константинович,11/14/1930,5670092603,1/15/2033,+79410212254,Пополнение,89336.4,Отказ,ATM95603,ATM,Снежинск,"Снежинск, ул. Митченко, д. 47"
459271196,01/05/2020 01:12:02,51096339952507568552,40817810000008824938,12/14/2038,2-48299,Белохов,Михаил,Романович,10/19/1957,8778457371,2/14/2026,+79954610552,Оплата,87856.1,Успешно,POS89498,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
459271197,01/05/2020 01:13:04,57510458898586742759,40817810000007611805,8/7/2022,1-58689,Пудков,Евгений,Александрович,10/14/1968,8980655264,12/19/2032,+79478301780,Пополнение,68293.17,Успешно,POS76241,POS,Мариинский Посад,"Мариинский Посад, ул. Юнкерова Николая, д. 96"
459271198,01/05/2020 01:14:54,46844254817126649872,40817810000003328200,12/8/2029,5-66035,Сноркин,Павел,Олегович,12/20/1962,8550980625,11/20/2033,+79618054901,Пополнение,70804.45,Отказ,POS94350,POS,Уссурийск,"Уссурийск, ул. Остапа Вишний, д. 37"
459271199,01/05/2020 01:16:34,46809845844169019422,40817810000007319169,7/1/2032,2-24193,Омелюшкин,Василий,Иванович,8/6/1990,1298690726,9/28/2025,+79736583722,Оплата,90446.04,Отказ,ATM82015,ATM,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
459271200,01/05/2020 01:18:30,57264663569236864179,40817810000006919934,9/6/2040,9-73710,Манвелян,Игорь,Петрович,12/28/1991,2589442754,8/4/2034,+79661011475,Снятие,43781.32,Успешно,POS76281,POS,Каменногорск,"Каменногорск, ул. Сумгаитская, д. 42"
459271201,01/05/2020 01:19:11,44726108214002784155,40817810000007032636,4/23/2037,2-27755,Городиловский,Василий,Олегович,6/11/1998,6277406059,8/9/2034,+79982479830,Пополнение,29160.81,Отказ,ATM88065,ATM,Обоянь,"Обоянь, ул. Тологай, д. 10"
459271202,01/05/2020 01:21:29,58729233686587872758,40817810000003515441,9/12/2035,3-98093,Куратник,Николай,Кириллович,8/24/1972,2291764320,4/24/2024,+79372313004,Снятие,90337.6,Успешно,ATM93692,ATM,Кировград,"Кировград, ул. Кулибина, д. 38"
459271203,01/05/2020 01:23:23,52158503149271501314,40817810000004823555,9/7/2023,8-96510,Городиловский,Владимир,Сергеевич,12/6/1957,7909208960,9/9/2033,+79593567861,Снятие,93432.28,Отказ,POS75616,POS,Пустошка,"Пустошка, ул. Цюрупинская, д. 78"
459271204,01/05/2020 01:25:41,51286261936710322884,40817810000001737822,4/20/2034,2-21448,Поджарый,Роман,Константинович,11/14/1930,5670092603,1/15/2033,+79410212254,Оплата,56244.42,Успешно,POS60036,POS,Цимлянск,"Цимлянск, ул. Таращанская, д. 67"
459271205,01/05/2020 01:26:39,46264415796443557020,40817810000003964433,2/17/2026,3-58577,Омелюшкин,Антон,Александрович,8/27/1989,5080911147,7/16/2030,+79869514150,Снятие,72419.43,Успешно,ATM89221,ATM,Кострома,"Кострома, ул. Мира, д. 51"
459271206,01/05/2020 01:27:35,54898777116337991968,40817810000008842754,11/11/2039,7-13006,Пудков,Павел,Романович,10/24/1944,4707213670,5/17/2036,+79699177182,Снятие,91748.87,Успешно,POS59542,POS,Луза,"Луза, ул. Крайняя, д. 88"
459271207,01/05/2020 01:30:27,45580758876637858132,40817810000002872088,5/2/2020,5-17875,Барецкий,Андрей,Владимирович,2/5/1989,4750296809,10/21/2032,+79733608401,Оплата,17377.73,Успешно,POS25442,POS,Семенов,"Семенов, ул. Шпака Николая, д. 37"
459271208,01/05/2020 01:32:15,57321501318281202578,40817810000009190762,6/6/2038,8-33140,Ачентов,Антон,Дмитриевич,8/4/1960,6403074379,9/13/2030,+79458324907,Оплата,56917.61,Успешно,ATM41209,ATM,Сольцы,"Сольцы, ул. Регенераторная, д. 21"
459271209,01/05/2020 01:35:08,52125954473679089975,40817810000009710520,4/7/2037,3-72647,Крок,Константин,Иванович,11/19/1930,7449819770,11/1/2033,+79767935690,Оплата,94101.11,Успешно,ATM62930,ATM,Почеп,"Почеп, ул. Энтузиастов, д. 20"
459271210,01/05/2020 01:37:14,44316223479554645420,40817810000005854908,12/2/2024,2-25611,Штыкашов,Дмитрий,Никитович,12/23/1968,1414936096,5/28/2022,+79919933977,Оплата,33508.36,Успешно,ATM56696,ATM,Верхний Уфалей,"Верхний Уфалей, ул. Вересневая, д. 39"
459271211,01/05/2020 01:39:23,44123785227335055098,40817810000006013892,9/24/2028,4-83295,Бухарец,Игорь,Николаевич,9/8/1954,3791961371,11/20/2027,+79667902348,Пополнение,94053.55,Отказ,POS55335,POS,Тула,"Тула, ул. Остапа Вишни, д. 59"
459271212,01/05/2020 01:42:21,57190469235058523090,40817810000005823481,1/21/2037,2-57004,Хандрамайло,Владимир,Владимирович,1/22/1959,8081589114,9/12/2027,+79656652391,Снятие,66018.99,Отказ,POS13643,POS,Бердск,"Бердск, ул. Кокчетавская, д. 79"
459271213,01/05/2020 01:43:01,43831567888477655321,40817810000004969882,12/9/2027,3-51785,Чашко,Павел,Сергеевич,5/12/1953,1274741234,7/8/2021,+79723465526,Оплата,53580.03,Отказ,ATM47348,ATM,Шенкурск,"Шенкурск, ул. Гражданская, д. 99"
459271214,01/05/2020 01:45:14,54853271034568043412,40817810000001047099,4/23/2031,5-45744,Штыкашов,Кирилл,Кириллович,4/5/1951,8811877586,6/21/2033,+79326801532,Оплата,88485.74,Успешно,POS73362,POS,Верхний Уфалей,"Верхний Уфалей, ул. Друйская, д. 100"
459271215,01/05/2020 01:47:49,52653068543917009521,40817810000002719861,2/14/2022,8-39512,Манвелян,Николай,Павлович,6/8/1953,4221537287,10/22/2024,+79539068761,Снятие,49401.88,Успешно,POS65199,POS,Губкинский,"Губкинский, ул. Гончарная, д. 21"
459271216,01/05/2020 01:50:25,43994804859459785752,40817810000005112664,8/27/2027,3-35581,Чашко,Кирилл,Павлович,8/1/1983,3981050503,12/27/2026,+79846204746,Снятие,38526.91,Успешно,ATM69537,ATM,Пионерский,"Пионерский, ул. Осенняя, д. 79"
459271217,01/05/2020 01:51:34,55289746045272121845,40817810000008226467,7/18/2025,7-64059,Велдин,Павел,Дмитриевич,1/19/1953,5663227258,9/14/2038,+79670171749,Пополнение,83234.47,Успешно,POS33945,POS,Моздок,"Моздок, ул. Геофизиков, д. 48"
459271218,01/05/2020 01:53:19,59932671953015112698,40817810000002264869,7/5/2032,4-44798,Бухарец,Сергей,Павлович,7/5/1932,7041310992,5/5/2038,+79390152955,Пополнение,8260.88,Успешно,POS59542,POS,Луза,"Луза, ул. Крайняя, д. 88"
459271219,01/05/2020 01:55:29,41063886493390263403,40817810000001383331,9/17/2036,8-16242,Наранов,Александр,Петрович,12/13/1969,2921864972,7/19/2032,+79753959402,Оплата,11416.52,Отказ,ATM50766,ATM,Зима,"Зима, ул. Лебедева-Кумача, д. 17"
459271220,01/05/2020 01:57:38,43256173341861186637,40817810000008619296,12/8/2030,9-55372,Петропуло,Александр,Александрович,10/4/1992,6342328971,11/11/2025,+79699195774,Оплата,57730.43,Успешно,POS20393,POS,Тара,"Тара, ул. Уральская, д. 39"
459271221,01/05/2020 01:59:06,45536232075531072377,40817810000004113922,12/23/2028,4-83295,Бухарец,Игорь,Николаевич,9/8/1954,3791961371,11/20/2027,+79667902348,Пополнение,36468.78,Успешно,POS23811,POS,Шали,"Шали, ул. Мельникова, д. 2"
459271222,01/05/2020 02:00:50,52447376321057995579,40817810000007524584,1/27/2023,6-66509,Тепленко,Михаил,Кириллович,11/12/1965,4726387191,10/25/2029,+79817765776,Пополнение,79477.66,Отказ,POS60036,POS,Цимлянск,"Цимлянск, ул. Таращанская, д. 67"
459271223,01/05/2020 02:03:12,58922826476988396890,40817810000002380499,1/27/2032,6-14693,Гладишкин,Александр,Михаилович,1/13/1996,7004798931,5/26/2035,+79239086361,Оплата,40316.44,Успешно,POS53745,POS,Юрюзань,"Юрюзань, ул. Ленинградская, д. 82"
459271224,01/05/2020 02:05:59,47709686347314217906,40817810000009966664,3/4/2023,9-63975,Барецкий,Павел,Михаилович,10/19/1988,1741956980,2/10/2027,+79243925138,Пополнение,93036.95,Успешно,POS91355,POS,Демидов,"Демидов, ул. Примеровская, д. 65"
459271225,01/05/2020 02:07:27,57264663569236864179,40817810000006919934,9/6/2040,9-73710,Манвелян,Игорь,Петрович,12/28/1991,2589442754,8/4/2034,+79661011475,Снятие,76539.93,Успешно,POS66772,POS,Ессентуки,"Ессентуки, ул. Берковецкая, д. 87"
459271226,01/05/2020 02:09:49,54673492235700790374,40817810000003947899,11/24/2024,2-36557,Белохов,Александр,Васильевич,11/8/1936,9861450589,5/21/2024,+79323907036,Снятие,70151.11,Отказ,POS85234,POS,Таганрог,"Таганрог, ул. Гришко Михаила, д. 75"
459271227,01/05/2020 02:11:46,59106590242765400848,40817810000007105121,9/23/2025,6-78748,Сноркин,Андрей,Антонович,11/20/1984,3602724796,10/16/2035,+79890926038,Пополнение,57308.68,Отказ,POS60036,POS,Цимлянск,"Цимлянск, ул. Таращанская, д. 67"
459271228,01/05/2020 02:12:23,44069817264830401335,40817810000005898086,10/15/2022,8-92352,Рубахов,Кирилл,Павлович,11/24/1988,4013277631,5/7/2032,+79270608184,Снятие,19366.51,Успешно,POS41732,POS,Тулун,"Тулун, ул. Житкова Бориса, д. 25"
459271229,01/05/2020 02:14:06,42347383336469513843,40817810000005372147,9/28/2037,4-72043,Гуляков,Евгений,Константинович,8/15/1989,3354134791,6/24/2021,+79953939977,Пополнение,24979.03,Успешно,ATM21750,ATM,Шиханы,"Шиханы, ул. Кулибина, д. 31"
459271230,01/05/2020 02:16:36,52069543005371412558,40817810000003720803,2/4/2028,1-27603,Фель,Петр,Кириллович,6/24/1960,4958811076,7/25/2037,+79989865703,Оплата,43154.53,Отказ,POS64475,POS,Вичуга,"Вичуга, ул. Котляревского, д. 100"
459271231,01/05/2020 02:17:36,45350005633559747889,40817810000002010488,7/17/2036,5-45744,Штыкашов,Кирилл,Кириллович,4/5/1951,8811877586,6/21/2033,+79326801532,Оплата,9908.01,Отказ,POS82543,POS,Белая Калитва,"Белая Калитва, ул. Шишковская, д. 46"
459271232,01/05/2020 02:20:07,44171613894505013147,40817810000007161972,9/5/2033,8-95170,Сноркин,Иван,Дмитриевич,11/9/1967,2873672645,7/26/2036,+79668999229,Пополнение,84872.8,Успешно,ATM80373,ATM,Суджа,"Суджа, ул. Волкова Космонавта, д. 65"
459271233,01/05/2020 02:22:28,44532906995818604333,40817810000008836311,9/10/2026,3-58577,Омелюшкин,Антон,Александрович,8/27/1989,5080911147,7/16/2030,+79869514150,Оплата,79798.98,Отказ,ATM63726,ATM,Саки,"Саки, ул. Нефтяная, д. 64"
459271234,01/05/2020 02:25:26,47880931179823215061,40817810000002006091,6/28/2021,5-45744,Штыкашов,Кирилл,Кириллович,4/5/1951,8811877586,6/21/2033,+79326801532,Пополнение,88066.05,Отказ,ATM17215,ATM,Чита,"Чита, ул. Газовая, д. 92"
459271235,01/05/2020 02:26:33,56644998556968383542,40817810000002796380,1/24/2027,2-16291,Петропуло,Андрей,Александрович,6/14/1995,6790274012,1/10/2025,+79614356238,Снятие,60117.4,Отказ,ATM39718,ATM,Высоковск,"Высоковск, ул. Ромашкина, д. 80"
459271236,01/05/2020 02:28:30,42978440873132791854,40817810000003746738,1/18/2027,9-63975,Барецкий,Павел,Михаилович,10/19/1988,1741956980,2/10/2027,+79243925138,Оплата,28672.19,Отказ,POS66772,POS,Ессентуки,"Ессентуки, ул. Берковецкая, д. 87"
459271237,01/05/2020 02:29:11,53188272019071722274,40817810000008751045,1/2/2040,3-95179,Мисик,Сергей,Николаевич,6/25/1938,7076445954,11/9/2022,+79497481039,Снятие,14811.69,Отказ,POS64475,POS,Вичуга,"Вичуга, ул. Котляревского, д. 100"
459271238,01/05/2020 02:32:08,43023783331966372985,40817810000001197379,2/16/2034,9-84454,Петропуло,Евгений,Павлович,11/25/1950,5263317668,11/12/2023,+79714131751,Оплата,99217.36,Успешно,ATM62930,ATM,Почеп,"Почеп, ул. Энтузиастов, д. 20"
459271239,01/05/2020 02:33:14,54244077557858904411,40817810000003695915,4/5/2028,5-17875,Барецкий,Андрей,Владимирович,2/5/1989,4750296809,10/21/2032,+79733608401,Снятие,17442.79,Отказ,POS70407,POS,Бронницы,"Бронницы, ул. Семипалатинская, д. 50"
459271240,01/05/2020 02:34:21,48696145363022512681,40817810000005669886,5/9/2034,6-69434,Манвелян,Петр,Кириллович,1/27/1957,2603146357,3/1/2032,+79441042802,Снятие,14377.4,Успешно,POS85298,POS,Реж,"Реж, ул. Гористая, д. 56"
459271241,01/05/2020 02:36:39,53819041037302193113,40817810000004226700,12/26/2035,4-72043,Гуляков,Евгений,Константинович,8/15/1989,3354134791,6/24/2021,+79953939977,Оплата,23677.48,Успешно,ATM88406,ATM,Дубна,"Дубна, ул. Вокзальная , д. 3"
459271242,01/05/2020 02:38:12,49811761251221749882,40817810000002544884,10/23/2033,6-14693,Гладишкин,Александр,Михаилович,1/13/1996,7004798931,5/26/2035,+79239086361,Снятие,98895.2,Отказ,ATM92212,ATM,Димитровград,"Димитровград, ул. Курская, д. 7"
459271243,01/05/2020 02:39:31,48673205542106751174,40817810000002479269,10/27/2040,5-36031,Гуляков,Михаил,Александрович,6/9/1934,9600352239,5/24/2031,+79529669124,Снятие,72897.55,Успешно,POS71096,POS,Михайловка,"Михайловка, ул. Кременчугская, д. 49"
459271244,01/05/2020 02:40:55,48026686954470995317,40817810000007850644,4/16/2024,1-65344,Городиловский,Петр,Романович,5/20/1964,4593720565,4/6/2040,+79237254574,Пополнение,92243.61,Успешно,POS60871,POS,Гороховец,"Гороховец, ул. Народовластия, д. 69"
459271245,01/05/2020 02:43:32,56684928304637568715,40817810000004939978,10/7/2021,6-40096,Ачентов,Владимир,Александрович,6/19/1943,6183431135,12/9/2040,+79943917322,Оплата,58294.12,Успешно,ATM29484,ATM,Похвистнево,"Похвистнево, ул. Некрасовская, д. 87"
459271246,01/05/2020 02:45:05,58207735999402169118,40817810000003574210,4/7/2020,9-84454,Петропуло,Евгений,Павлович,11/25/1950,5263317668,11/12/2023,+79714131751,Снятие,88509.79,Отказ,POS94907,POS,Сухой Лог,"Сухой Лог, ул. Боричев Ток, д. 67"
459271247,01/05/2020 02:47:03,56276869634322037621,40817810000003688065,8/20/2021,4-44798,Бухарец,Сергей,Павлович,7/5/1932,7041310992,5/5/2038,+79390152955,Оплата,11451.72,Успешно,ATM91784,ATM,Ленинск,"Ленинск, ул. Рижская, д. 71"
459271248,01/05/2020 02:47:34,54315912585015718278,40817810000007151775,3/12/2024,4-94215,Фель,Валерий,Николаевич,5/9/1944,9277303923,1/2/2028,+79153121852,Снятие,9287.96,Успешно,ATM93692,ATM,Кировград,"Кировград, ул. Кулибина, д. 38"
459271249,01/05/2020 02:48:52,48460283946239436061,40817810000008894573,8/27/2033,6-40096,Ачентов,Владимир,Александрович,6/19/1943,6183431135,12/9/2040,+79943917322,Пополнение,47354.27,Успешно,POS27110,POS,Белокуриха,"Белокуриха, ул. Моторная, д. 63"
459271250,01/05/2020 02:51:36,43136912079211328636,40817810000004974532,11/27/2021,7-71593,Бухарец,Антон,Сергеевич,3/12/1980,7722740007,5/16/2039,+79249514649,Оплата,66025.62,Успешно,ATM27913,ATM,Верхотурье,"Верхотурье, ул. Эстакадная, д. 44"
459271251,01/05/2020 02:53:48,44607168929416855230,40817810000009139485,1/18/2031,3-35581,Чашко,Кирилл,Павлович,8/1/1983,3981050503,12/27/2026,+79846204746,Оплата,79105.07,Успешно,ATM17215,ATM,Чита,"Чита, ул. Газовая, д. 92"
459271252,01/05/2020 02:54:49,55360563734388914790,40817810000003363802,12/2/2023,2-36557,Белохов,Александр,Васильевич,11/8/1936,9861450589,5/21/2024,+79323907036,Оплата,53362.93,Успешно,POS89498,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
459271253,01/05/2020 02:57:36,59239386691198496562,40817810000004330768,7/7/2029,5-77607,Мисик,Сергей,Олегович,5/8/1992,3195562178,9/27/2032,+79181011177,Оплата,41916.36,Успешно,POS20393,POS,Тара,"Тара, ул. Уральская, д. 39"
459271254,01/05/2020 02:58:29,59847905244462178219,40817810000007061911,9/8/2028,7-64059,Велдин,Павел,Дмитриевич,1/19/1953,5663227258,9/14/2038,+79670171749,Пополнение,34259.93,Успешно,POS26573,POS,Гусев,"Гусев, ул. Грицевца, д. 50"
